city,library_id,source_record_id,branch_code,source_name,name,address,postal_code,website,phone,latitude,longitude,physical_branch,service_tier,square_footage,ward_no,ward_name,neighbourhood_name,present_site_year,public_washroom,digital_innovation_hub,kids_stop,hours,notes
toronto,toronto_tpl_hil,49,HIL,Hillcrest,Hillcrest,"5801 Leslie Street, Toronto, ON, M2H 1J8",M2H 1J8,https://www.tpl.ca/hillcrest,416-395-5830,43.7970700,-79.3690400,true,NL,7473,17,Don Valley North,Hillcrest Village,1975,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_hls,50,HLS,Home Library Service,Home Library Service,,,https://www.tpl.ca/home-library-service,416-395-5557,,,false,OT,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_hp,51,HP,High Park,High Park,"228 Roncesvalles Avenue, Toronto, ON, M6R 2L7",M6R 2L7,https://www.tpl.ca/highpark,416-393-7671,43.6451300,-79.4488700,true,NL,8850,4,Parkdale-High Park,High Park-Swansea,1916,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_hs,52,HS,Humber Summit,Humber Summit,"2990 Islington Avenue, Toronto, ON, M9L 2K6",M9L 2K6,https://www.tpl.ca/humbersummit,416-395-5840,43.7590600,-79.5716100,true,NL,9040,7,Humber River-Black Creek,Humber Summit,1974,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_hw,53,HW,Humberwood,Humberwood,"850 Humberwood Boulevard, Toronto, ON, M9W 7A6",M9W 7A6,https://www.tpl.ca/humberwood,416-394-5210,43.7287300,-79.6194600,true,NL,5748,1,Etobicoke North,West Humber-Clairville,1996,false,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_il,54,IL,Interloan,Interloan,,,https://www.tpl.ca/using-the-library/interlibrary-loan,,,,false,RR,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_jo,55,JO,Jones,Jones,"118 Jones Avenue, Toronto, ON, M4M 2Z9",M4M 2Z9,https://www.tpl.ca/jones,416-393-7715,43.6659800,-79.3345100,true,NL,3636,14,Toronto-Danforth,South Riverdale,1962,true,false,false,Mon 10 a.m. to 6 p.m.; Tue 10 a.m. to 8:30 p.m.; Wed 12:30 p.m. to 8:30 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_js,56,JS,Jane/Sheppard,Jane/Sheppard,"1906 Sheppard Avenue West, Toronto, ON, M3L 1Y7",M3L 1Y7,https://www.tpl.ca/janesheppard,416-395-5966,43.7399600,-79.5101000,true,NL,7000,7,Humber River-Black Creek,Glenfield-Jane Heights,2009,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_jt,57,JT,Junction Triangle (formely Perth/Dupont),Junction Triangle (formely Perth/Dupont),"305 Campbell Avenue, Toronto, ON M6P 3V7",M6P 3V7,https://www.tpl.ca/junctiontriangle/,416-393-7677,43.6656600,-79.4496400,true,NL,9903,,,Junction-Wallace Emerson,2025,true,false,true,Closed,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ke,58,KE,Kennedy/Eglinton,Kennedy/Eglinton,"Liberty Square Plaza, 2380 Eglinton Avenue East, Toronto, ON, M1K 2P3",M1K 2P3,https://www.tpl.ca/kennedyeglinton,416-396-8924,43.7322100,-79.2704400,true,NL,13218,21,Scarborough Centre,Ionview,1988,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_lb,59,LB,Long Branch,Long Branch,"3500 Lake Shore Boulevard West, Toronto, ON, M8W 1N6",M8W 1N6,https://www.tpl.ca/longbranch,416-394-5320,43.5952900,-79.5314200,true,NL,6418,3,Etobicoke-Lakeshore,Long Branch,1955,true,false,false,Mon Closed; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ld,60,LD,Literacy Deposits,Literacy Deposits,,,,,,,false,OT,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_le,61,LE,Leaside,Leaside,"165 McRae Drive, Toronto, ON, M4G 1S8",M4G 1S8,https://www.tpl.ca/leaside,416-396-3835,43.7064100,-79.3676100,true,NL,12000,15,Don Valley West,Leaside-Bennington,1950,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_lo,62,LO,Locke,Locke,"3083 Yonge Street, Toronto, ON, M4N 2K7",M4N 2K7,https://www.tpl.ca/locke,416-393-7730,43.7248800,-79.4017600,true,NL,11647,15,Don Valley West,Lawrence Park South,1949,true,false,true,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ls,63,LS,Lillian H. Smith,Lillian H. Smith,"239 College Street, Toronto, ON, M5T 1R5",M5T 1R5,https://www.tpl.ca/lillianhsmith,416-393-7746,43.6579800,-79.3983900,true,DL,47872,11,University-Rosedale,Kensington-Chinatown,1995,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ma,64,MA,Main Street,Main Street,"137 Main Street, Toronto, ON, M4E 2V9",M4E 2V9,https://www.tpl.ca/mainstreet,416-393-7700,43.6834100,-79.2994600,true,NL,8664,19,Beaches-East York,East End Danforth,1921,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mal,65,MAL,Malvern,Malvern,"30 Sewells Road, Toronto, ON, M1B 3G5",M1B 3G5,https://www.tpl.ca/malvern,416-396-8969,43.8082400,-79.2162400,true,DL,25834,25,Scarborough-Rouge Park,Malvern East,1982,true,true,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mas,66,MAS,Maria A. Shchuka,Maria A. Shchuka,"1745 Eglinton Avenue W, Toronto, ON, M6E 2H4",M6E 2H4,https://www.tpl.ca/mariaashchuka,416-394-1000,43.6961400,-79.4472700,true,DL,25475,12,Toronto-St. Paul?s,Oakwood Village,1951,true,true,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mcg,67,MCG,McGregor Park,McGregor Park,"2219 Lawrence Avenue East, Toronto, ON, M1P 2P5",M1P 2P5,https://www.tpl.ca/mcgregorpark,416-396-8935,43.7479400,-79.2808600,true,NL,7793,21,Scarborough Centre,Dorset Park,2004,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_md,68,MD,Mount Dennis,Mount Dennis,"1123 Weston Road, Toronto, ON, M6N 3S3",M6N 3S3,https://www.tpl.ca/mountdennis,416-394-1008,43.6865900,-79.4882800,true,NL,11350,5,York South-Weston,Mount Dennis,1951,true,false,true,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_me,69,ME,Merril Collection,Merril Collection,"239 College Street, 3rd floor, Toronto, ON, M5T 1R5",M5T 1R5,https://www.tpl.ca/merril,416-393-7748,,,false,RR,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mi,70,MI,Mimico Centennial,Mimico Centennial,"47 Station Road, Toronto, ON, M8V 2R1",M8V 2R1,https://www.tpl.ca/mimico,416-394-5330,43.6148600,-79.4936900,true,NL,17469,3,Etobicoke-Lakeshore,Mimico-Queensway,1915,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mp,71,MP,Mount Pleasant,Mount Pleasant,"599 Mt. Pleasant Road, Toronto, ON, M4S 2M5",M4S 2M5,https://www.tpl.ca/mountpleasant,416-393-7737,43.7039600,-79.3881900,true,NL,7985,15,Don Valley West,Mount Pleasant East,1992,true,false,false,Mon Closed; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_mrv,72,MRV,Maryvale,Maryvale,"Parkway Mall, 85 Ellesmere Road, Unit 22, Toronto, ON, M1R 4B9",M1R 4B9,https://www.tpl.ca/maryvale,416-396-8931,43.7571900,-79.3115800,true,NL,11756,21,Scarborough Centre,Wexford/Maryvale,1982,false,false,true,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ms,73,MS,Morningside,Morningside,"4279 Lawrence Avenue East, Toronto, ON, M1E 2S8",M1E 2S8,https://www.tpl.ca/morningside,416-396-8881,43.7698800,-79.1784000,true,NL,7000,25,Scarborough-Rouge Park,West Hill,2006,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_nd,74,ND,Northern District,Northern District,"40 Orchard View Boulevard, Toronto, ON, M4R 1B9",M4R 1B9,https://www.tpl.ca/northerndistrict,416-393-7610,43.7082400,-79.3997900,true,DL,117452,8,Eglinton-Lawrence,Yonge-Eglinton,1975,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ne,75,NE,Northern Elms,Northern Elms,"123B Rexdale Boulevard, Unit 5, Toronto, ON, M9W 1P1",M9W 1P1,https://www.tpl.ca/northernelms,416-394-5230,43.7108900,-79.5654100,true,NL,3936,1,Etobicoke North,West Humber-Clairville,2005,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_nt,76,NT,New Toronto,New Toronto,"110 Eleventh Street, Toronto, ON, M8V 3G5",M8V 3G5,https://www.tpl.ca/newtoronto,416-394-5350,43.5990500,-79.5098600,true,NL,9925,3,Etobicoke-Lakeshore,New Toronto,1994,true,false,false,Mon Closed; Tue 10 a.m. to 6 p.m.; Wed 12:30 p.m. to 8:30 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_os,77,OS,Osborne Collection,Osborne Collection,"239 College Street, 4th floor, Toronto, ON, M5T 1R5",M5T 1R5,https://www.tpl.ca/osborne,416-393-7753,,,false,RR,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ov,78,OV,Oakwood Village Library and Arts Centre,Oakwood Village Library and Arts Centre,"341 Oakwood Avenue, Toronto, ON, M6E 2W1",M6E 2W1,https://www.tpl.ca/oakwood,416-394-1040,43.6865600,-79.4382600,true,NL,17270,12,Toronto-St. Paul?s,Oakwood Village,1997,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pa,79,PA,Pape/Danforth,Pape/Danforth,"701 Pape Avenue, Toronto, ON, M4K 3S6",M4K 3S6,https://www.tpl.ca/papedanforth,416-393-7727,43.6786200,-79.3445900,true,DL,8175,14,Toronto-Danforth,Blake-Jones,1929,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pk,80,PK,Parkdale,Parkdale,"1303 Queen Street West, Toronto, ON, M6K 1L6",M6K 1L6,https://www.tpl.ca/parkdale,416-393-7686,43.6412700,-79.4326500,true,NL,24083,4,Parkdale-High Park,South Parkdale,1964,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pl,81,PL,Parliament Street,Parliament Street,"269 Gerrard Street East, Toronto, ON, M5A 2G3",M5A 2G3,https://www.tpl.ca/parliament,416-393-7663,43.6618300,-79.3680300,true,NL,16089,13,Toronto Centre,Moss Park,1969,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pm,82,PM,Palmerston,Palmerston,"560 Palmerston Avenue, Toronto, ON, M6G 2P7",M6G 2P7,https://www.tpl.ca/palmerston,416-393-7680,43.6651100,-79.4141400,true,NL,9385,11,University-Rosedale,Annex,1971,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pr,83,PR,Automated Phone System,Automated Phone System,,,,,,,false,RA,,,,,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pu,84,PU,Port Union,Port Union,"5450 Lawrence Avenue East, Toronto, ON, M1C 3B2",M1C 3B2,https://www.tpl.ca/portunion,416-396-8885,43.7795000,-79.1402400,true,NL,5000,25,Scarborough-Rouge Park,Centennial Scarborough,1984,false,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_pv,85,PV,Pleasant View,Pleasant View,"575 Van Horne Avenue, Toronto, ON, M2J 4S8",M2J 4S8,https://www.tpl.ca/pleasantview,416-395-5940,43.7876100,-79.3354500,true,NL,7000,17,Don Valley North,Pleasant View,1975,true,false,false,Closed,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_qs,86,QS,Queen/Saulter,Queen/Saulter,"765 Queen Street East, Toronto, ON, M4M 1H3",M4M 1H3,https://www.tpl.ca/queensaulter,416-393-7723,43.6592800,-79.3476000,true,NL,2957,14,Toronto-Danforth,South Riverdale,1980,false,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_rd,87,RD,Riverdale,Riverdale,"370 Broadview Avenue, Toronto, ON, M4K 2M8",M4K 2M8,https://www.tpl.ca/riverdale,416-393-7720,43.6657100,-79.3530900,true,NL,10714,14,Toronto-Danforth,North Riverdale,1928,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_ri,88,RI,Richview,Richview,"1806 Islington Avenue, Toronto, ON, M9P 3N3",M9P 3N3,https://www.tpl.ca/richview,416-394-5120,43.6834400,-79.5411300,true,DL,47252,2,Etobicoke Centre,Willowridge-Martingrove-Richview,1966,true,true,true,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_rn,89,RN,Runnymede,Runnymede,"2178 Bloor Street West, Toronto, ON, M6S 1M8",M6S 1M8,https://www.tpl.ca/runnymede,416-393-7697,43.6518800,-79.4738800,true,NL,12034,4,Parkdale-High Park,High Park North,1930,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_rx,90,RX,Rexdale,Rexdale,"2243 Kipling Avenue, Toronto, ON, M9W 4L5",M9W 4L5,https://www.tpl.ca/rexdale,416-394-5200,43.7261400,-79.5732300,true,NL,5088,1,Etobicoke North,Rexdale-Kipling,1959,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sa,91,SA,Sanderson,Sanderson,"327 Bathurst Street, Toronto, ON, M5T 1J1",M5T 1J1,https://www.tpl.ca/sanderson,416-393-7653,43.6521400,-79.4055100,true,NL,15921,10,Spadina-Fort York,Kensington-Chinatown,1968,true,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sb,92,SB,Sunnybrook Hospital,Sunnybrook Hospital,"2075 Bayview Avenue, Aging and Veterans Care, L Wing, Toronto, ON, M4N 3M5",M4N 3M5,https://www.tpl.ca/hospital-service,416-480-6100  EXT 62624,43.7231700,-79.3748300,false,OT,1190,41,,Bridle Path-Sunnybrook-York Mills,,false,false,false,Non-Branch Row,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sc,93,SC,Scarborough Civic Centre,Scarborough Civic Centre,"156 Borough Drive, Toronto, ON, M1P 4N7",M1P 4N7,https://www.tpl.ca/scarborough,416-396-3599,43.7723700,-79.2570400,true,NL,14500,21,Scarborough Centre,Bendale-Glen Andrew,2015,true,true,true,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 5 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_si,94,SI,St. Clair/Silverthorn,St. Clair/Silverthorn,"1748 St. Clair Avenue West, Toronto, ON, M6N 1J3",M6N 1J3,https://www.tpl.ca/stclairsilverthorn,416-393-7709,43.6742900,-79.4606100,true,NL,5202,9,Davenport,Weston-Pelham Park,1981,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sj,95,SJ,St. James Town,St. James Town,"495 Sherbourne Street, Toronto, ON, M4X 1K7",M4X 1K7,https://www.tpl.ca/stjamestown,416-393-7744,43.6674900,-79.3744000,true,NL,7800,13,Toronto Centre,North St. James Town,2004,false,false,false,Mon 9 a.m. to 8:30 p.m.; Tue 9 a.m. to 8:30 p.m.; Wed 9 a.m. to 8:30 p.m.; Thu 9 a.m. to 8:30 p.m.; Fri 9 a.m. to 8:30 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sl,96,SL,St. Lawrence,St. Lawrence,"171 Front Street East, Toronto, ON, M5A 4H3",M5A 4H3,https://www.tpl.ca/stlawrence,416-393-7655,43.6501200,-79.3683200,true,NL,4833,13,Toronto Centre,St Lawrence-East Bayfront-The Islands,1982,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
toronto,toronto_tpl_sp,97,SP,Spadina Road,Spadina Road,"10 Spadina Road, Toronto, ON, M5R 2S7",M5R 2S7,https://www.tpl.ca/spadina,416-393-7666,43.6676700,-79.4046200,true,NL,3952,11,University-Rosedale,Annex,1977,true,false,false,Mon 10 a.m. to 8:30 p.m.; Tue 12:30 p.m. to 8:30 p.m.; Wed 10 a.m. to 6 p.m.; Thu 12:30 p.m. to 8:30 p.m.; Fri 10 a.m. to 6 p.m.; Sat 9 a.m. to 5 p.m.; Sun 12 p.m. to 5 p.m.,Official Toronto Open Data Library Branch General Information feed.
